level_0,level_1,level_2,root_kc,final_cluster
表面辐射热阻,表面辐射热阻,辐射热传递,热力学与化学反应,7
网络连接配置,网络技术,多媒体与技术应用,教育研究与实践,13
隋朝,秦朝历史,秦朝历史,中东与中国历史政治研究,15
平衡状态,平衡状态,平衡理论,科学理论与方法,9
经济危机的实质,经济危机的实质,经济危机的实质,经济体系与发展,16
二元正态不相关,二元正态不相关,性质与特性,化学与物理性质,8
建筑物区分所有权,建筑物区分所有权,建筑物区分所有权,法律与政治制度,10
混合溶液,溶液类型,溶液类型,类型分类,1
点的投影,投影技术,多媒体与技术应用,教育研究与实践,13
侵权责任法,侵权责任法,法律责任,法律与责任,6
秦国大一统,秦朝历史,秦朝历史,中东与中国历史政治研究,15
商业,商业,商业与产业,经济体系与发展,16
光的波长,光学性质,性质与特性,化学与物理性质,8
标准摩尔生成焓,正态分布理论,数学理论,科学理论与方法,9
胸腔容积,胸腔容积,物理性质,化学与物理性质,8
商业计划书,商业模式,商业与产业,经济体系与发展,16
数据立方体,数据管理与分析,数据管理与分析,信息技术与管理,12
住宅建筑设想,住宅建筑与政策,建筑环境与生态设计,生物与环境设计,2
尿路梗阻,尿路梗阻,泌尿系统与代谢疾病,生物与环境设计,2
积分,积分理论,数学理论,科学理论与方法,9
机体,生殖与消化系统,生殖与消化系统,生物与环境设计,2
石油危机,石油危机,石油与能源产业,经济体系与发展,16
排序方式,排序方式,排序算法,信息技术与管理,12
香港汇丰银行,金融工具与机构,货币与金融市场,经济体系与发展,16
中文期刊,中文期刊概览,期刊分类与投稿,教育研究与实践,13
茶叶,茶文化,文化艺术,中东与中国历史政治研究,15
冷却除湿,冷却除湿,冷却除湿,热力学与化学反应,7
民事行为能力,民事法学,合同法知识,法律与政治制度,10
日元,日元,货币类型,类型分类,1
积极认知,积极心理学,心理学理论,科学理论与方法,9
按需分配,内存管理,计算机系统管理,信息技术与管理,12
学科课程,课程理论与实践,课程理论与实践,教育研究与实践,13
用户,用户,服务平台管理,信息技术与管理,12
绝对值,值的类型,值的类型,类型分类,1
中国历史学,中国历史学,中国历史学,中东与中国历史政治研究,15
尿渗透压,尿渗透压,泌尿系统与代谢疾病,生物与环境设计,2
资本,资本理论,经济理论概述,科学理论与方法,9
命题联接词,命题理论,数学理论,科学理论与方法,9
碘仿反应,碘仿反应,反应类型,类型分类,1
电压放大倍数,放大电路设计,运算放大器与电路设计,信息技术与管理,12
层流入口段,层流入口段,流体力学层次,科学理论与方法,9
页面置换算法,页面置换算法,算法优化与分析,信息技术与管理,12
克劳修斯不等式,克劳修斯不等式,克劳修斯不等式,科学理论与方法,9
电流源电路,电气电路知识,运算放大器与电路设计,信息技术与管理,12
价层电子对互斥,电子学,运算放大器与电路设计,信息技术与管理,12
学科中心主义课程理论,学科中心主义课程理论,课程理论与实践,教育研究与实践,13
平台,平台,服务平台管理,信息技术与管理,12
翻译过程,翻译与编译技术,多媒体与技术应用,教育研究与实践,13
担保,担保,担保与代偿,法律与责任,6
切线,线性理论,数学理论,科学理论与方法,9
现代积极心理学运动,积极心理学,心理学理论,科学理论与方法,9
唐代,唐代,中国历史,中东与中国历史政治研究,15
列空间,向量与空间理论,数学理论,科学理论与方法,9
临床意义,临床研究与实践,课程理论与实践,教育研究与实践,13
切线刚度矩阵,矩阵理论,数学理论,科学理论与方法,9
一维导热问题,热传递系数,传热学概念,热力学与化学反应,7
质量调研,调查研究,研究设计,组织与评估设计,0
石油文化发展创新,中国石油文化,石油与能源产业,经济体系与发展,16
第一世界,第一世界,第一世界,中国古代文化,14
石油工业,石油产业,石油与能源产业,经济体系与发展,16
准则能量最低原理,准则能量最低原理,物理学基本原则,科学理论与方法,9
种子活力,种子管理与研究,植物景观与设计,生物与环境设计,2
催化剂,催化剂,催化剂,热力学与化学反应,7
横掠管束换热,换热器类型,热交换与传热,热力学与化学反应,7
西晋,西晋,中国历史,中东与中国历史政治研究,15
同一律,同一律,性质与特性,化学与物理性质,8
货币统计量,货币政策与供应,货币与金融市场,经济体系与发展,16
下滤,金属加工与表面处理,材料科学与工程,生物与自然科学,4
直线职能结构,组织结构类型,结构类型,类型分类,1
心理应激,积极心理学,心理学理论,科学理论与方法,9
消化性溃疡,胃部疾病,泌尿系统与代谢疾病,生物与环境设计,2
融合新闻,新闻传播与实践,课程理论与实践,教育研究与实践,13
计算机设备,计算机设备与应用,多媒体与技术应用,教育研究与实践,13
新闻传播,新闻传播与实践,课程理论与实践,教育研究与实践,13
检索学习,学习方法与策略,微课学习策略,教育研究与实践,13
现代教育,现代教育,教育发展概念,教育研究与实践,13
对象的复制,对象研究,研究设计,组织与评估设计,0
粉体及纳米材料,材料科学,材料科学与工程,生物与自然科学,4
同素异构转变,异构现象,性质与特性,化学与物理性质,8
二元命题联接词,命题理论,数学理论,科学理论与方法,9
风味物质,香气化学,有机与无机化学知识,化学与物理性质,8
对象,对象研究,研究设计,组织与评估设计,0
同分异构现象,同分异构现象,性质与特性,化学与物理性质,8
下溢,金属加工与表面处理,材料科学与工程,生物与自然科学,4
数据挖掘,大数据知识,大数据知识,数据处理与编程知识,5
血浆,血浆,免疫细胞与体液,生物与环境设计,2
植物景观规划,植物景观设计与规划,植物景观与设计,生物与环境设计,2
倒萨起义,倒萨起义,中国历史改革与革命,中东与中国历史政治研究,15
缺少值,值的类型,值的类型,类型分类,1
线性方程组的解,方程求解方法,方程理论,科学理论与方法,9
有限元分析,有限元分析,分析方法,科学理论与方法,9
高频等效模型,模型理论,数学理论,科学理论与方法,9
换热器,换热器类型,热交换与传热,热力学与化学反应,7
教师专业素质,教师专业发展,教育制度与发展,教育研究与实践,13
有机物命名,有机物命名,有机与无机化学知识,化学与物理性质,8
名义变量,随机变量及其性质,随机变量及其性质,化学与物理性质,8
微格教学,教学方法与设计,教学环境与设计,教育研究与实践,13
生态文明建设,生态文明建设,建筑环境与生态设计,生物与环境设计,2
学习形式,学习形式,微课学习策略,教育研究与实践,13
压力,积极心理学,心理学理论,科学理论与方法,9
肥料,肥料,材料科学与工程,生物与自然科学,4
空降作战,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
灌流条件,流体动力学,流体动力学,科学理论与方法,9
黑茶,茶文化,文化艺术,中东与中国历史政治研究,15
内存容量,内存管理,计算机系统管理,信息技术与管理,12
十六进制,十六进制,数制与转换,科学理论与方法,9
循环过程,循环机制,流体力学,科学理论与方法,9
电子元器件原则,电子学,运算放大器与电路设计,信息技术与管理,12
移植,移植,植物景观与设计,生物与环境设计,2
运算放大器电路,放大电路设计,运算放大器与电路设计,信息技术与管理,12
异常处理,偏差与异常分析,偏差与异常分析,科学理论与方法,9
二维向量,向量与空间理论,数学理论,科学理论与方法,9
学校教育,教育理论与实践,教育理论与实践,教育研究与实践,13
货币中性的古典原理,货币中性的古典原理,经济理论概述,科学理论与方法,9
课堂教学设计模式,教学方法与设计,教学环境与设计,教育研究与实践,13
牧草种质资源库,牧草种子知识,植物景观与设计,生物与环境设计,2
名义利率,利率与汇率,利率与汇率,经济学概念,11
建筑面积,建筑环境设计,建筑环境与生态设计,生物与环境设计,2
汽车行业,汽车行业,商业与产业,经济体系与发展,16
利润,财务指标,绩效评价指标,组织与评估设计,0
萘,萘,有机化学物质,化学与物理性质,8
敏感信息,个人信息与信息保护,个人权利保护,法律与责任,6
心脏射血,心血管急救与疾病,急救与应急管理,信息技术与管理,12
超级解霸,超级解霸,超级解霸,热力学与化学反应,7
阴离子,离子化学,有机与无机化学知识,化学与物理性质,8
化学反应自发性,化学反应自发性,化学反应自发性,化学与物理性质,8
数据分析,数据分析,数据处理与分析,信息技术与管理,12
相邻权,物权与权利,物权法律关系,法律与政治制度,10
茶水,茶文化,文化艺术,中东与中国历史政治研究,15
湿空气的状态,湿空气的状态,湿空气的状态,热力学与化学反应,7
数据仓库设计,数据管理系统,数据管理与处理,信息技术与管理,12
定积分定义,积分理论,数学理论,科学理论与方法,9
氮化镁,无机化学化合物,有机与无机化学知识,化学与物理性质,8
多元文化,中国文化概念,中国文化概念,中东与中国历史政治研究,15
代价曲线,曲线分析,曲线分析,科学理论与方法,9
多国联盟,多国联盟,多国联盟,中东与中国历史政治研究,15
共价键材料,共价键材料,材料科学与工程,生物与自然科学,4
塑料,塑料,材料科学与工程,生物与自然科学,4
大数据平台,数据管理系统,数据管理与处理,信息技术与管理,12
五力模型,模型理论,数学理论,科学理论与方法,9
迭代法,数值计算与分类算法,数值计算与分类算法,信息技术与管理,12
贵族制,贵族制,贵族制,法律与政治制度,10
义务兵役制,义务兵役制,义务兵役制,法律与政治制度,10
简单随机样本,实验设计与样本分析,实验设计与样本分析,信息技术与管理,12
套管式换热器,换热器类型,热交换与传热,热力学与化学反应,7
心绞痛,心血管急救与疾病,急救与应急管理,信息技术与管理,12
优秀传统,中国文化概念,中国文化概念,中东与中国历史政治研究,15
货币需求理论,经济理论,经济理论概述,科学理论与方法,9
求导运算,求导运算,求导运算,科学理论与方法,9
台式电脑,台式电脑,计算机与信息系统相关术语,信息技术与管理,12
元数据,数据管理与分析,数据管理与分析,信息技术与管理,12
积极行为,积极心理学,心理学理论,科学理论与方法,9
美国司令官,美国司令官,军事历史与组织,中东与中国历史政治研究,15
选择结构,选择结构,数据结构,数据处理与编程知识,5
肾上腺素,肾上腺素,泌尿系统与代谢疾病,生物与环境设计,2
种子产量,种子管理与研究,植物景观与设计,生物与环境设计,2
构造简式,结构类型,结构类型,类型分类,1
文化趋同论,中国文化概念,中国文化概念,中东与中国历史政治研究,15
教育功能内容,教育功能内容,教育目的与功能,教育研究与实践,13
热力学,热力学知识,热力学理论,科学理论与方法,9
高阶无穷小量,高阶无穷小量,无穷小理论,科学理论与方法,9
平面应变问题,平面应变问题,平面应变理论,科学理论与方法,9
钻石模型要素,模型理论,数学理论,科学理论与方法,9
茶经,茶文化,文化艺术,中东与中国历史政治研究,15
碳自由基,碳自由基,有机化学反应,化学与物理性质,8
基本数据元数据,基本数据元数据,数据处理与分析,信息技术与管理,12
六度分隔理论,六度分隔理论,数学理论,科学理论与方法,9
统计数据,统计数据,数据处理与分析,信息技术与管理,12
机会成本,成本与价格分析,分析方法,科学理论与方法,9
伸展算法,伸展算法,算法优化与分析,信息技术与管理,12
民事主体,民事法学,合同法知识,法律与政治制度,10
导电性,电学概念,运算放大器与电路设计,信息技术与管理,12
郎官石柱记,郎官石柱记,郎官石柱记,中国古代文化,14
日本丰田,日本丰田,日本丰田,法律与责任,6
概率图模型,模型理论,数学理论,科学理论与方法,9
教育活动,教育活动,教育理念,教育研究与实践,13
社会主义改革,社会主义改革,中国历史改革与革命,中东与中国历史政治研究,15
殖民地,殖民地,军事历史与组织,中东与中国历史政治研究,15
概率密度函数,概率密度函数,概率密度函数,科学理论与方法,9
临界雷诺数,量子数与数值概念,量子数与数值概念,科学理论与方法,9
淀粉含量,淀粉含量,物理性质,化学与物理性质,8
原函数,原函数,函数理论,科学理论与方法,9
互补输出级,互补输出级,输出级设计,组织与评估设计,0
avl树的重平衡化,树结构与算法,算法优化与分析,信息技术与管理,12
教育学创立期,教育制度与发展,教育制度与发展,教育研究与实践,13
数字音乐文件,数字音乐文件,数字音乐文件,数据处理与编程知识,5
硫化合物,硫化合物,有机与无机化学知识,化学与物理性质,8
湿空气的物理性质,湿空气的物理性质,湿空气的物理性质,化学与物理性质,8
氯离子,离子化学,有机与无机化学知识,化学与物理性质,8
H型(控股结构),H型(控股结构),结构类型,类型分类,1
新语,新闻传播与实践,课程理论与实践,教育研究与实践,13
教师,教师专业发展,教育制度与发展,教育研究与实践,13
定积分的几何应用,积分理论,数学理论,科学理论与方法,9
刚体平面运动,运动学,力学理论,科学理论与方法,9
新自由主义,新自由主义,新自由主义,中东与中国历史政治研究,15
编译程序,翻译与编译技术,多媒体与技术应用,教育研究与实践,13
函数的嵌套调用,函数的嵌套调用,函数理论,科学理论与方法,9
丁烯醛,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
预调查,调查研究,研究设计,组织与评估设计,0
盈利能力指标,盈利能力指标,绩效评价指标,组织与评估设计,0
高效学习工具,学习方法与策略,微课学习策略,教育研究与实践,13
真正例率,真正例率,投资收益率,经济学概念,11
两岸关系,两岸关系,社会与政治关系,中东与中国历史政治研究,15
动物试验的结果,实验设计与样本分析,实验设计与样本分析,信息技术与管理,12
生产原料,生产原料,材料科学与工程,生物与自然科学,4
移动性浊音阳性,移动性浊音阳性,性质与特性,化学与物理性质,8
上凸函数,上凸函数,函数理论,科学理论与方法,9
收入效应,收入效应,收入弹性,经济学概念,11
文化产品,文化产品,文化艺术,中东与中国历史政治研究,15
线性相关,线性理论,数学理论,科学理论与方法,9
势能曲线,曲线分析,曲线分析,科学理论与方法,9
化学平衡,化学平衡,化学平衡,化学与物理性质,8
完全二叉堆节点删除算法,树结构与算法,算法优化与分析,信息技术与管理,12
导数与微分,导数理论,导数理论,科学理论与方法,9
乌龙茶,茶文化,文化艺术,中东与中国历史政治研究,15
优点,特征与性质,性质与特性,化学与物理性质,8
表面间的辐射传热,传热机制,传热学概念,热力学与化学反应,7
报童模型,模型理论,数学理论,科学理论与方法,9
普通合伙企业,企业类型与品牌,商业与产业,经济体系与发展,16
作战任务,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
建筑学,建筑学,建筑环境与生态设计,生物与环境设计,2
民营企业,企业类型与品牌,商业与产业,经济体系与发展,16
试验样品,实验设计与样本分析,实验设计与样本分析,信息技术与管理,12
相似特征数,相似特征数,相似性与特征分析,科学理论与方法,9
PHP绘制图像,PHP编程知识,编程知识,数据处理与编程知识,5
多级放大电路,放大电路设计,运算放大器与电路设计,信息技术与管理,12
利率,利率与汇率,利率与汇率,经济学概念,11
香型,香气化学,有机与无机化学知识,化学与物理性质,8
泡茶,茶文化,文化艺术,中东与中国历史政治研究,15
亚壳层数,量子数与数值概念,量子数与数值概念,科学理论与方法,9
茶文化,茶文化,文化艺术,中东与中国历史政治研究,15
直线职能型组织结构,组织结构类型,结构类型,类型分类,1
治疗性研究,临床研究与实践,课程理论与实践,教育研究与实践,13
数理,数理,数理,科学理论与方法,9
高阶导数求解,高阶导数求解,导数求解方法,科学理论与方法,9
分步沉淀,金属加工与表面处理,材料科学与工程,生物与自然科学,4
贮藏场所,贮存管理,计算机系统管理,信息技术与管理,12
Kopernio查找,Kopernio查找,信息检索技术,教育研究与实践,13
swf格式,swf格式,文件格式与内容管理,信息技术与管理,12
曹爽集团,企业类型与品牌,商业与产业,经济体系与发展,16
相似准则数,相似准则数,相似性与特征分析,科学理论与方法,9
数据法律风险,数据法律风险,数据处理与分析,信息技术与管理,12
财务报表分析,财务报表分析,分析方法,科学理论与方法,9
孕周,生殖与发育,生殖与发育,生物与环境设计,2
子宫颈癌,癌症类型,泌尿系统与代谢疾病,生物与环境设计,2
西方教育史,西方教育史,西方教育史,教育研究与实践,13
软盘,办公与设计软件应用,多媒体与技术应用,教育研究与实践,13
点的极限,点的极限,点的特性,化学与物理性质,8
石墨,石墨,石墨,中国古代文化,14
运算放大器的应用,运算放大器知识,运算放大器与电路设计,信息技术与管理,12
PHP语法,PHP编程知识,编程知识,数据处理与编程知识,5
文件系统,文件系统,文件系统,数据处理与编程知识,5
IS-LM模型,模型理论,数学理论,科学理论与方法,9
雷诺数,量子数与数值概念,量子数与数值概念,科学理论与方法,9
课堂轨迹,课堂轨迹,教学环境与设计,教育研究与实践,13
土地承包经营权,土地承包经营权,物权法律关系,法律与政治制度,10
矩估计,泰勒分析与近似方法,泰勒分析与近似方法,科学理论与方法,9
电源的等效变换,电气电路知识,运算放大器与电路设计,信息技术与管理,12
氢氧根离子,离子化学,有机与无机化学知识,化学与物理性质,8
个人利益,个人利益,个人利益,法律与责任,6
烷烃命名,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
对象的生存期,对象研究,研究设计,组织与评估设计,0
氟离子,离子化学,有机与无机化学知识,化学与物理性质,8
建模思路,模型理论,数学理论,科学理论与方法,9
荧光材料,材料科学,材料科学与工程,生物与自然科学,4
收敛,金属加工与表面处理,材料科学与工程,生物与自然科学,4
权益乘数,权益乘数,权益乘数,经济学概念,11
经济性,经济性,经济发展与增长,经济体系与发展,16
个人化,个性化与文化适应,文化艺术,中东与中国历史政治研究,15
圆锥面,结构类型,结构类型,类型分类,1
页岩油,页岩油,石油与能源产业,经济体系与发展,16
金融服务,金融服务行业,商业与产业,经济体系与发展,16
烯烃,烯烃,有机化学反应,化学与物理性质,8
普通贮藏法,贮存管理,计算机系统管理,信息技术与管理,12
社会新闻,新闻传播与实践,课程理论与实践,教育研究与实践,13
理想气体,理想气体性质,理想气体性质与温标,化学与物理性质,8
抛体运动,运动学,力学理论,科学理论与方法,9
项羽,中国历史人物,中国历史,中东与中国历史政治研究,15
标识符,编程基础知识,编程知识,数据处理与编程知识,5
动脉粥样硬化,心血管疾病风险因素,急救与应急管理,信息技术与管理,12
丙二酸二乙酯,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
生产环节,生产环节,生产与机会,经济体系与发展,16
发热模型,发热模型,发热模型,热力学与化学反应,7
气流组织,流体动力学,流体动力学,科学理论与方法,9
体积,体积,物理性质,化学与物理性质,8
不动产抵押权,土地使用权与抵押权,物权法律关系,法律与政治制度,10
中国石油工业史,中国石油工业史,石油与能源产业,经济体系与发展,16
陆羽,中国历史人物,中国历史,中东与中国历史政治研究,15
不正常种苗,不正常种苗,植物景观与设计,生物与环境设计,2
生产可能性曲线,曲线分析,曲线分析,科学理论与方法,9
血压降低的始动环节,循环机制,流体力学,科学理论与方法,9
黑瞎子岛,岛屿与湖泊,岛屿与湖泊,生物与自然科学,4
代谢途径,代谢途径,泌尿系统与代谢疾病,生物与环境设计,2
执政地位,执政地位,执政地位,法律与政治制度,10
多齿配体,化学键与配合物,有机与无机化学知识,化学与物理性质,8
心肺复苏,心血管急救与疾病,急救与应急管理,信息技术与管理,12
大数据,大数据,数据处理与分析,信息技术与管理,12
信息人员,个人信息与信息保护,个人权利保护,法律与责任,6
车臣共和国,车臣共和国,车臣事务,国际关系与协议,3
方幂运算,运算类型,运算类型,类型分类,1
泰勒公式,泰勒分析与近似方法,泰勒分析与近似方法,科学理论与方法,9
全日制学习,学习方法与策略,微课学习策略,教育研究与实践,13
赠与合同,合同法,合同法知识,法律与政治制度,10
物质资料,物质资料,材料科学与工程,生物与自然科学,4
按份共有,内存管理,计算机系统管理,信息技术与管理,12
攀比心,积极心理学,心理学理论,科学理论与方法,9
对象性活动,对象研究,研究设计,组织与评估设计,0
冥河,冥河,冥河,中国古代文化,14
康奈尔笔记法,学习方法与策略,微课学习策略,教育研究与实践,13
基础货币,货币政策与供应,货币与金融市场,经济体系与发展,16
防空导弹,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
量子数取值原则,量子数与数值概念,量子数与数值概念,科学理论与方法,9
商业模式的特点,商业模式,商业与产业,经济体系与发展,16
美学,美学,文化艺术,中东与中国历史政治研究,15
微分中值定理,微分中值定理,物理学基本原则,科学理论与方法,9
红三叶种子,种子管理与研究,植物景观与设计,生物与环境设计,2
个人需求曲线,曲线分析,曲线分析,科学理论与方法,9
住宅,住宅建筑与政策,建筑环境与生态设计,生物与环境设计,2
决策树,决策理论,心理学理论,科学理论与方法,9
标量类型,标量类型,标量类型,类型分类,1
进程通信原理,进程管理,计算机系统管理,信息技术与管理,12
坏血病,坏血病,泌尿系统与代谢疾病,生物与环境设计,2
种子贮藏库,种子管理与研究,植物景观与设计,生物与环境设计,2
商品使用价值,价值理论,心理学理论,科学理论与方法,9
自然式种植形式,自然式种植形式,植物景观与设计,生物与环境设计,2
局部对流传热系数,局部对流传热系数,传热学概念,热力学与化学反应,7
图像传感器技术,图像传感器技术,多媒体与技术应用,教育研究与实践,13
稳定静态工作点,稳定静态工作点,静态电流特性,化学与物理性质,8
胃溃疡,胃部疾病,泌尿系统与代谢疾病,生物与环境设计,2
贸易赤字,贸易赤字,国际贸易与经济指标,经济体系与发展,16
筮数说,筮数说,数据处理与分析,信息技术与管理,12
西湖,岛屿与湖泊,岛屿与湖泊,生物与自然科学,4
渐进时间复杂度,渐进时间复杂度,时间管理与复杂度,信息技术与管理,12
教育学发展期,教育制度与发展,教育制度与发展,教育研究与实践,13
学习者,学习者,学习资源与学习者,教育研究与实践,13
癌症,癌症类型,泌尿系统与代谢疾病,生物与环境设计,2
现值,现值,国际贸易与经济指标,经济体系与发展,16
醛,醛,发酵化学,化学与物理性质,8
集成学习,学习方法与策略,微课学习策略,教育研究与实践,13
氧化能力,氧化能力,氧化能力,热力学与化学反应,7
地球生命演化,地球生命演化,地球生命演化,生物与自然科学,4
不可分性,不可分性,性质与特性,化学与物理性质,8
课程标准结构,课程理论与实践,课程理论与实践,教育研究与实践,13
B树,树结构与算法,算法优化与分析,信息技术与管理,12
事故灾害,灾害与突发事件,急救与应急管理,信息技术与管理,12
数据管理,数据管理,数据管理与处理,信息技术与管理,12
投影,投影技术,多媒体与技术应用,教育研究与实践,13
方程的解集,方程求解方法,方程理论,科学理论与方法,9
力量训练,运动类型,运动类型,类型分类,1
二叉搜索树,树结构与算法,算法优化与分析,信息技术与管理,12
种子收获指标,种子管理与研究,植物景观与设计,生物与环境设计,2
资本公积,资本理论,经济理论概述,科学理论与方法,9
微分方程,方程求解方法,方程理论,科学理论与方法,9
微循环,循环机制,流体力学,科学理论与方法,9
武装部队,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
氧化态,氧化态,化学能量与反应,化学与物理性质,8
有色金属,矿物与金属材料,材料科学与工程,生物与自然科学,4
庚二酸合成,有机酸和代谢紊乱,有机酸和代谢紊乱,化学与物理性质,8
库存量,库存量,库存管理,信息技术与管理,12
鸭绿江,三角洲地区,区域经济圈,经济体系与发展,16
植物的形态美,植物的形态美,植物景观与设计,生物与环境设计,2
圆形花坛,圆形花坛,植物景观与设计,生物与环境设计,2
相似性度量,相似性度量,相似性与特征分析,科学理论与方法,9
绿色设计,设计领域,设计领域,组织与评估设计,0
现金流分析,现金流分析,分析方法,科学理论与方法,9
Balis馆际互借服务,Balis馆际互借服务,服务平台管理,信息技术与管理,12
不定积分,积分理论,数学理论,科学理论与方法,9
万方数据,数据管理与分析,数据管理与分析,信息技术与管理,12
光依赖性,光学性质,性质与特性,化学与物理性质,8
东南亚条约,东南亚条约,东南亚条约,国际关系与协议,3
货币资金规模,货币政策与供应,货币与金融市场,经济体系与发展,16
贮存条件,贮存管理,计算机系统管理,信息技术与管理,12
边际消费倾向,边际消费倾向,边际消费倾向,经济学概念,11
拉格朗日函数,拉格朗日函数,拉格朗日函数,科学理论与方法,9
矩阵乘法,矩阵理论,数学理论,科学理论与方法,9
研究样本量,研究样本量,研究设计,组织与评估设计,0
积极主动式回应,积极心理学,心理学理论,科学理论与方法,9
社交网络分析,网络技术,多媒体与技术应用,教育研究与实践,13
质量矩阵,矩阵理论,数学理论,科学理论与方法,9
射流,流体动力学,流体动力学,科学理论与方法,9
样本容量,实验设计与样本分析,实验设计与样本分析,信息技术与管理,12
汤姆森系数,汤姆森系数,流体物理性质,化学与物理性质,8
序列最小最优算法,序列最小最优算法,算法优化与分析,信息技术与管理,12
中国文化,中国文化概念,中国文化概念,中东与中国历史政治研究,15
潮解,潮解,潮解,热力学与化学反应,7
合同关系主体,合同法基本概念,合同法知识,法律与政治制度,10
西奈战役,中东战争与冲突,中东战争与冲突,中东与中国历史政治研究,15
旋光仪,光学性质,性质与特性,化学与物理性质,8
参数方程确定的函数求导,参数方程确定的函数求导,导数求解方法,科学理论与方法,9
理想气体压强,理想气体性质,理想气体性质与温标,化学与物理性质,8
惠普公司,企业类型与品牌,商业与产业,经济体系与发展,16
构图方面,摄影技术,多媒体与技术应用,教育研究与实践,13
抗美援越,中美军事冲突,中印军事冲突与地缘政治,中东与中国历史政治研究,15
抽象劳动,生活水平与经济发展,经济发展与增长,经济体系与发展,16
植物种类规划原则,植物种类规划原则,植物景观与设计,生物与环境设计,2
种子休眠,种子管理与研究,植物景观与设计,生物与环境设计,2
页面,页面,计算机与信息系统相关术语,信息技术与管理,12
肠道,生殖与消化系统,生殖与消化系统,生物与环境设计,2
编程能力,编程能力,编程知识,数据处理与编程知识,5
有氧运动,运动类型,运动类型,类型分类,1
资产阶级革命,资产阶级革命,中国历史改革与革命,中东与中国历史政治研究,15
质点运动,质点运动理论,化学理论,科学理论与方法,9
溶度积,溶度积,溶度积,热力学与化学反应,7
标准正态分布,正态分布理论,数学理论,科学理论与方法,9
同分异构,同分异构,性质与特性,化学与物理性质,8
职能型组织结构,组织结构类型,结构类型,类型分类,1
西方教学论,西方教学论,西方教学论,教育研究与实践,13
醇的脱水反应,醇的脱水反应,发酵化学,化学与物理性质,8
异常检测,偏差与异常分析,偏差与异常分析,科学理论与方法,9
糖化发酵剂,糖化发酵剂,发酵化学,化学与物理性质,8
大众化,个性化与文化适应,文化艺术,中东与中国历史政治研究,15
肾小球滤过率,肾小球滤过率,泌尿系统与代谢疾病,生物与环境设计,2
Fischer投影式,投影技术,多媒体与技术应用,教育研究与实践,13
间硝基苯甲酸,有机酸和代谢紊乱,有机酸和代谢紊乱,化学与物理性质,8
青铜艺术,青铜艺术,文化艺术,中东与中国历史政治研究,15
辐射换热系统,辐射换热系统,辐射热传递,热力学与化学反应,7
IS曲线方程,IS曲线方程,方程理论,科学理论与方法,9
PHP文件操作,PHP编程知识,编程知识,数据处理与编程知识,5
多媒体,无线技术与多媒体应用,多媒体与技术应用,教育研究与实践,13
科研选题,科研选题,科研选题,教育研究与实践,13
第二次中东战争,中东战争与冲突,中东战争与冲突,中东与中国历史政治研究,15
教与学,教与学,教学环境与设计,教育研究与实践,13
慢性支气管炎,慢性疾病,泌尿系统与代谢疾病,生物与环境设计,2
未来管理理论,未来管理理论,经济理论概述,科学理论与方法,9
偏差,偏差与异常分析,偏差与异常分析,科学理论与方法,9
边界层理论,边界层理论,数学理论,科学理论与方法,9
文化形态,中国文化概念,中国文化概念,中东与中国历史政治研究,15
春茶,茶文化,文化艺术,中东与中国历史政治研究,15
手动对焦,摄影技术,多媒体与技术应用,教育研究与实践,13
负债,负债,负债,法律与责任,6
基本特征,特征与性质,性质与特性,化学与物理性质,8
机体情绪反应,积极心理学,心理学理论,科学理论与方法,9
地役权,地役权,地役权,法律与政治制度,10
电极电势,电学概念,运算放大器与电路设计,信息技术与管理,12
理想气体的压强公式,理想气体性质,理想气体性质与温标,化学与物理性质,8
求解非齐次的线性方程组,方程求解方法,方程理论,科学理论与方法,9
信号量,信号量,测量理论,科学理论与方法,9
教育目的类型,教育目的类型,教育目的与功能,教育研究与实践,13
大空间自然对流,大空间自然对流,流体力学,科学理论与方法,9
货币市场工具,货币市场工具,货币与金融市场,经济体系与发展,16
环加成,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
阶级专政国家,国家与阶级关系,社会与政治关系,中东与中国历史政治研究,15
成品茶分类,茶文化,文化艺术,中东与中国历史政治研究,15
电子仪表器,电子学,运算放大器与电路设计,信息技术与管理,12
教育制度的组成部分,教育制度与发展,教育制度与发展,教育研究与实践,13
风口评价指标,风口评价指标,绩效评价指标,组织与评估设计,0
源程序,进程管理,计算机系统管理,信息技术与管理,12
熵变,热力学与相变,热力学理论,科学理论与方法,9
退休者,退休者,退休者,法律与责任,6
黑体有效辐射,辐射热管理,辐射热传递,热力学与化学反应,7
事件运算,运算类型,运算类型,类型分类,1
静态电流,静态电流,静态电流特性,化学与物理性质,8
高分子材料,高分子材料,材料科学与工程,生物与自然科学,4
中央厨房,中央厨房,厨房与卫生间,生物与环境设计,2
目标设置理论,目标设定与规划,规划与设计,生物与环境设计,2
中心极限定理,中心极限定理,物理学基本原则,科学理论与方法,9
